,# Input,GeneSymbol,GeneID,Ontology,GoTermName,GoTermID
356,sox2,SOX2,6657,Biological Process,tissue regeneration,GO:0042246
357,sox2,SOX2,6657,Biological Process,tongue development,GO:0043586
358,sox2,SOX2,6657,Biological Process,trophectodermal cell differentiation,GO:0001829
359,sox2,SOX2,6657,Biological Process,Wnt signaling pathway,GO:0016055
360,pou5f1,POU5F1,5460,Biological Process,anatomical structure morphogenesis,GO:0009653
361,pou5f1,POU5F1,5460,Biological Process,blastocyst development,GO:0001824
362,pou5f1,POU5F1,5460,Biological Process,blastocyst growth,GO:0001832
363,pou5f1,POU5F1,5460,Biological Process,BMP signaling pathway involved in heart induction,GO:0003130
364,pou5f1,POU5F1,5460,Biological Process,cardiac cell fate determination,GO:0060913
365,pou5f1,POU5F1,5460,Biological Process,cell fate commitment,GO:0045165
366,pou5f1,POU5F1,5460,Biological Process,cell fate commitment involved in formation of primary germ layer,GO:0060795
367,pou5f1,POU5F1,5460,Biological Process,cellular response to leukemia inhibitory factor,GO:1990830
368,pou5f1,POU5F1,5460,Biological Process,ectodermal cell fate commitment,GO:0001712
369,pou5f1,POU5F1,5460,Biological Process,endodermal cell fate commitment,GO:0001711
370,pou5f1,POU5F1,5460,Biological Process,endodermal cell fate specification,GO:0001714
371,pou5f1,POU5F1,5460,Biological Process,gene expression,GO:0010467
372,pou5f1,POU5F1,5460,Biological Process,germ-line stem cell population maintenance,GO:0030718
373,pou5f1,POU5F1,5460,Biological Process,histone H3-K56 acetylation,GO:0097043
374,pou5f1,POU5F1,5460,Biological Process,mesodermal cell fate commitment,GO:0001710
375,pou5f1,POU5F1,5460,Biological Process,multicellular organism development,GO:0007275
376,pou5f1,POU5F1,5460,Biological Process,negative regulation of calcium ion-dependent exocytosis,GO:0045955
377,pou5f1,POU5F1,5460,Biological Process,negative regulation of cell differentiation,GO:0045596
378,pou5f1,POU5F1,5460,Biological Process,negative regulation of DNA-templated transcription,GO:0045892
379,pou5f1,POU5F1,5460,Biological Process,negative regulation of gene expression,GO:0010629
380,pou5f1,POU5F1,5460,Biological Process,negative regulation of miRNA-mediated gene silencing,GO:0060965
381,pou5f1,POU5F1,5460,Biological Process,negative regulation of miRNA transcription,GO:1902894
382,pou5f1,POU5F1,5460,Biological Process,negative regulation of protein kinase B signaling,GO:0051898
383,pou5f1,POU5F1,5460,Biological Process,negative regulation of transcription by RNA polymerase II,GO:0000122
384,pou5f1,POU5F1,5460,Biological Process,positive regulation of canonical Wnt signaling pathway,GO:0090263
385,pou5f1,POU5F1,5460,Biological Process,positive regulation of DNA-templated transcription,GO:0045893
386,pou5f1,POU5F1,5460,Biological Process,positive regulation of gene expression,GO:0010628
387,pou5f1,POU5F1,5460,Biological Process,positive regulation of protein kinase B signaling,GO:0051897
388,pou5f1,POU5F1,5460,Biological Process,positive regulation of SMAD protein signal transduction,GO:0060391
389,pou5f1,POU5F1,5460,Biological Process,positive regulation of transcription by RNA polymerase II,GO:0045944
390,pou5f1,POU5F1,5460,Biological Process,positive regulation of transcription initiation by RNA polymerase II,GO:0060261
391,pou5f1,POU5F1,5460,Biological Process,regulation of asymmetric cell division,GO:0009786
392,pou5f1,POU5F1,5460,Biological Process,regulation of DNA methylation-dependent heterochromatin formation,GO:0090308
393,pou5f1,POU5F1,5460,Biological Process,regulation of DNA-templated transcription,GO:0006355
394,pou5f1,POU5F1,5460,Biological Process,regulation of gene expression,GO:0010468
395,pou5f1,POU5F1,5460,Biological Process,regulation of heart induction by regulation of canonical Wnt signaling pathway,GO:0090081
396,pou5f1,POU5F1,5460,Biological Process,regulation of transcription by RNA polymerase II,GO:0006357
397,pou5f1,POU5F1,5460,Biological Process,response to benzoic acid,GO:0080021
398,pou5f1,POU5F1,5460,Biological Process,response to cytokine,GO:0034097
399,pou5f1,POU5F1,5460,Biological Process,response to organic substance,GO:0010033
400,pou5f1,POU5F1,5460,Biological Process,response to retinoic acid,GO:0032526
401,pou5f1,POU5F1,5460,Biological Process,response to wounding,GO:0009611
402,pou5f1,POU5F1,5460,Biological Process,somatic stem cell population maintenance,GO:0035019
403,pou5f1,POU5F1,5460,Biological Process,stem cell differentiation,GO:0048863
404,pou5f1,POU5F1,5460,Biological Process,stem cell population maintenance,GO:0019827
405,pou5f1,POU5F1,5460,Biological Process,transcription by RNA polymerase II,GO:0006366
406,pou5f1,POU5F1,5460,Biological Process,trophectodermal cell differentiation,GO:0001829
407,pou5f1,POU5F1,5460,Biological Process,trophectodermal cell fate commitment,GO:0001830
408,cd44,CD44,960,Biological Process,blood vessel maturation,GO:0001955
409,cd44,CD44,960,Biological Process,branching involved in prostate gland morphogenesis,GO:0060442
410,cd44,CD44,960,Biological Process,branching involved in ureteric bud morphogenesis,GO:0001658
411,cd44,CD44,960,Biological Process,cartilage development,GO:0051216
412,cd44,CD44,960,Biological Process,cell adhesion,GO:0007155
413,cd44,CD44,960,Biological Process,cell-cell adhesion,GO:0098609
414,cd44,CD44,960,Biological Process,cell-matrix adhesion,GO:0007160
415,cd44,CD44,960,Biological Process,cell migration,GO:0016477
416,cd44,CD44,960,Biological Process,cellular response to fibroblast growth factor stimulus,GO:0044344
417,cd44,CD44,960,Biological Process,cytokine-mediated signaling pathway,GO:0019221
418,cd44,CD44,960,Biological Process,hyaluronan catabolic process,GO:0030214
419,cd44,CD44,960,Biological Process,inflammatory response,GO:0006954
420,cd44,CD44,960,Biological Process,macrophage fusion,GO:0034238
421,cd44,CD44,960,Biological Process,monocyte aggregation,GO:0070487
422,cd44,CD44,960,Biological Process,negative regulation of apoptotic process,GO:0043066
423,cd44,CD44,960,Biological Process,"negative regulation of CD4-positive, alpha-beta T cell proliferation",GO:2000562
424,cd44,CD44,960,Biological Process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043154
425,cd44,CD44,960,Biological Process,"negative regulation of DNA damage response, signal transduction by p53 class mediator",GO:0043518
426,cd44,CD44,960,Biological Process,negative regulation of inflammatory response,GO:0050728
427,cd44,CD44,960,Biological Process,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:1902166
428,cd44,CD44,960,Biological Process,negative regulation of mature B cell apoptotic process,GO:0002906
429,cd44,CD44,960,Biological Process,negative regulation of regulatory T cell differentiation,GO:0045590
430,cd44,CD44,960,Biological Process,neuron projection development,GO:0031175
431,cd44,CD44,960,Biological Process,positive regulation of adaptive immune response,GO:0002821
432,cd44,CD44,960,Biological Process,positive regulation of ERK1 and ERK2 cascade,GO:0070374
433,cd44,CD44,960,Biological Process,positive regulation of gene expression,GO:0010628
434,cd44,CD44,960,Biological Process,positive regulation of heterotypic cell-cell adhesion,GO:0034116
435,cd44,CD44,960,Biological Process,positive regulation of kinase activity,GO:0033674
436,cd44,CD44,960,Biological Process,positive regulation of monocyte aggregation,GO:1900625
437,cd44,CD44,960,Biological Process,positive regulation of neutrophil apoptotic process,GO:0033031
438,cd44,CD44,960,Biological Process,positive regulation of peptidyl-serine phosphorylation,GO:0033138
439,cd44,CD44,960,Biological Process,positive regulation of peptidyl-tyrosine phosphorylation,GO:0050731
440,cd44,CD44,960,Biological Process,receptor-mediated endocytosis,GO:0006898
441,cd44,CD44,960,Biological Process,regulation of cell growth,GO:0001558
442,cd44,CD44,960,Biological Process,regulation of lamellipodium morphogenesis,GO:2000392
443,cd44,CD44,960,Biological Process,response to nutrient levels,GO:0031667
444,cd44,CD44,960,Biological Process,response to organic cyclic compound,GO:0014070
445,cd44,CD44,960,Biological Process,response to vitamin A,GO:0033189
446,cd44,CD44,960,Biological Process,T cell activation,GO:0042110
447,cd44,CD44,960,Biological Process,Wnt signaling pathway,GO:0016055
448,cd44,CD44,960,Biological Process,wound healing involved in inflammatory response,GO:0002246
449,cd44,CD44,960,Biological Process,"wound healing, spreading of cells",GO:0044319
0,klf4,KLF4,9314,Cellular Component,chromatin,GO:0000785
1,klf4,KLF4,9314,Cellular Component,cytoplasm,GO:0005737
2,klf4,KLF4,9314,Cellular Component,cytosol,GO:0005829
3,klf4,KLF4,9314,Cellular Component,euchromatin,GO:0000791
4,klf4,KLF4,9314,Cellular Component,microtubule cytoskeleton,GO:0015630
5,klf4,KLF4,9314,Cellular Component,nucleoplasm,GO:0005654
6,klf4,KLF4,9314,Cellular Component,nucleus,GO:0005634
7,klf4,KLF4,9314,Cellular Component,transcription regulator complex,GO:0005667
8,myc,MYC,4609,Cellular Component,axon,GO:0030424
9,myc,MYC,4609,Cellular Component,chromatin,GO:0000785
10,myc,MYC,4609,Cellular Component,cytoplasm,GO:0005737
11,myc,MYC,4609,Cellular Component,euchromatin,GO:0000791
12,myc,MYC,4609,Cellular Component,histone locus body,GO:0035363
13,myc,MYC,4609,Cellular Component,mitochondrion,GO:0005739
14,myc,MYC,4609,Cellular Component,Myc-Max complex,GO:0071943
15,myc,MYC,4609,Cellular Component,nuclear body,GO:0016604
16,myc,MYC,4609,Cellular Component,nuclear envelope,GO:0005635
17,myc,MYC,4609,Cellular Component,nucleolus,GO:0005730
18,myc,MYC,4609,Cellular Component,nucleoplasm,GO:0005654
19,myc,MYC,4609,Cellular Component,nucleoplasmic reticulum,GO:0044195
20,myc,MYC,4609,Cellular Component,nucleus,GO:0005634
21,myc,MYC,4609,Cellular Component,perinuclear region of cytoplasm,GO:0048471
22,myc,MYC,4609,Cellular Component,protein-containing complex,GO:0032991
23,myc,MYC,4609,Cellular Component,RNA polymerase II transcription repressor complex,GO:0090571
24,myc,MYC,4609,Cellular Component,rough endoplasmic reticulum,GO:0005791
25,myc,MYC,4609,Cellular Component,spindle,GO:0005819
26,sox17,SOX17,64321,Cellular Component,cellular_component,GO:0005575
27,sox17,SOX17,64321,Cellular Component,chromatin,GO:0000785
28,sox17,SOX17,64321,Cellular Component,nucleoplasm,GO:0005654
29,sox17,SOX17,64321,Cellular Component,nucleus,GO:0005634
30,sox17,SOX17,64321,Cellular Component,transcription regulator complex,GO:0005667
31,sox2,SOX2,6657,Cellular Component,chromatin,GO:0000785
32,sox2,SOX2,6657,Cellular Component,cytoplasm,GO:0005737
33,sox2,SOX2,6657,Cellular Component,cytosol,GO:0005829
34,sox2,SOX2,6657,Cellular Component,nuclear speck,GO:0016607
35,sox2,SOX2,6657,Cellular Component,nucleoplasm,GO:0005654
36,sox2,SOX2,6657,Cellular Component,nucleus,GO:0005634
37,sox2,SOX2,6657,Cellular Component,transcription regulator complex,GO:0005667
38,pou5f1,POU5F1,5460,Cellular Component,chromatin,GO:0000785
39,pou5f1,POU5F1,5460,Cellular Component,cytoplasm,GO:0005737
40,pou5f1,POU5F1,5460,Cellular Component,cytosol,GO:0005829
41,pou5f1,POU5F1,5460,Cellular Component,female germ cell nucleus,GO:0001674
42,pou5f1,POU5F1,5460,Cellular Component,germ cell nucleus,GO:0043073
43,pou5f1,POU5F1,5460,Cellular Component,male germ cell nucleus,GO:0001673
44,pou5f1,POU5F1,5460,Cellular Component,mitochondrion,GO:0005739
45,pou5f1,POU5F1,5460,Cellular Component,nucleolus,GO:0005730
46,pou5f1,POU5F1,5460,Cellular Component,nucleoplasm,GO:0005654
47,pou5f1,POU5F1,5460,Cellular Component,nucleus,GO:0005634
48,pou5f1,POU5F1,5460,Cellular Component,transcription regulator complex,GO:0005667
49,pou5f1,POU5F1,5460,Cellular Component,transcription repressor complex,GO:0017053
50,cd44,CD44,960,Cellular Component,apical plasma membrane,GO:0016324
51,cd44,CD44,960,Cellular Component,basolateral plasma membrane,GO:0016323
52,cd44,CD44,960,Cellular Component,cell projection,GO:0042995
53,cd44,CD44,960,Cellular Component,cell surface,GO:0009986
54,cd44,CD44,960,Cellular Component,cytosol,GO:0005829
55,cd44,CD44,960,Cellular Component,external side of plasma membrane,GO:0009897
56,cd44,CD44,960,Cellular Component,Golgi apparatus,GO:0005794
57,cd44,CD44,960,Cellular Component,integral component of membrane,GO:0016021
58,cd44,CD44,960,Cellular Component,integral component of plasma membrane,GO:0005887
59,cd44,CD44,960,Cellular Component,lamellipodium membrane,GO:0031258
60,cd44,CD44,960,Cellular Component,macrophage migration inhibitory factor receptor complex,GO:0035692
61,cd44,CD44,960,Cellular Component,membrane,GO:0016020
62,cd44,CD44,960,Cellular Component,membrane raft,GO:0045121
63,cd44,CD44,960,Cellular Component,microvillus,GO:0005902
64,cd44,CD44,960,Cellular Component,nucleus,GO:0005634
65,cd44,CD44,960,Cellular Component,plasma membrane,GO:0005886
66,cd44,CD44,960,Cellular Component,protein-containing complex,GO:0032991
67,cd44,CD44,960,Cellular Component,secretory granule membrane,GO:0030667
0,klf4,KLF4,9314,Molecular Function,beta-catenin binding,GO:0008013
1,klf4,KLF4,9314,Molecular Function,chromatin DNA binding,GO:0031490
2,klf4,KLF4,9314,Molecular Function,cis-regulatory region sequence-specific DNA binding,GO:0000987
3,klf4,KLF4,9314,Molecular Function,DNA binding,GO:0003677
4,klf4,KLF4,9314,Molecular Function,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228
5,klf4,KLF4,9314,Molecular Function,DNA-binding transcription factor activity,GO:0003700
6,klf4,KLF4,9314,Molecular Function,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981
7,klf4,KLF4,9314,Molecular Function,double-stranded DNA binding,GO:0003690
8,klf4,KLF4,9314,Molecular Function,histone deacetylase binding,GO:0042826
9,klf4,KLF4,9314,Molecular Function,metal ion binding,GO:0046872
10,klf4,KLF4,9314,Molecular Function,phosphatidylinositol 3-kinase regulator activity,GO:0035014
11,klf4,KLF4,9314,Molecular Function,promoter-specific chromatin binding,GO:1990841
12,klf4,KLF4,9314,Molecular Function,protein binding,GO:0005515
13,klf4,KLF4,9314,Molecular Function,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978
14,klf4,KLF4,9314,Molecular Function,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,GO:0001010
15,klf4,KLF4,9314,Molecular Function,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629
16,klf4,KLF4,9314,Molecular Function,sequence-specific DNA binding,GO:0043565
17,klf4,KLF4,9314,Molecular Function,sequence-specific double-stranded DNA binding,GO:1990837
18,klf4,KLF4,9314,Molecular Function,transcription cis-regulatory region binding,GO:0000976
19,klf4,KLF4,9314,Molecular Function,transcription coregulator binding,GO:0001221
20,klf4,KLF4,9314,Molecular Function,zinc ion binding,GO:0008270
21,myc,MYC,4609,Molecular Function,cis-regulatory region sequence-specific DNA binding,GO:0000987
22,myc,MYC,4609,Molecular Function,core promoter sequence-specific DNA binding,GO:0001046
23,myc,MYC,4609,Molecular Function,DNA binding,GO:0003677
24,myc,MYC,4609,Molecular Function,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228
25,myc,MYC,4609,Molecular Function,DNA-binding transcription factor activity,GO:0003700
26,myc,MYC,4609,Molecular Function,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981
27,myc,MYC,4609,Molecular Function,DNA-binding transcription factor binding,GO:0140297
28,myc,MYC,4609,Molecular Function,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227
29,myc,MYC,4609,Molecular Function,double-stranded DNA binding,GO:0003690
30,myc,MYC,4609,Molecular Function,E-box binding,GO:0070888
31,myc,MYC,4609,Molecular Function,eukaryotic initiation factor eIF2 binding,GO:0071074
32,myc,MYC,4609,Molecular Function,molecular function activator activity,GO:0140677
33,myc,MYC,4609,Molecular Function,mRNA binding,GO:0003729
34,myc,MYC,4609,Molecular Function,nucleic acid binding,GO:0003676
35,myc,MYC,4609,Molecular Function,protein binding,GO:0005515
36,myc,MYC,4609,Molecular Function,protein-containing complex binding,GO:0044877
37,myc,MYC,4609,Molecular Function,protein dimerization activity,GO:0046983
38,myc,MYC,4609,Molecular Function,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978
39,myc,MYC,4609,Molecular Function,sequence-specific DNA binding,GO:0043565
40,myc,MYC,4609,Molecular Function,transcription coregulator binding,GO:0001221
41,myc,MYC,4609,Molecular Function,ubiquitin protein ligase binding,GO:0031625
42,myc,MYC,4609,Molecular Function,ubiquitin-specific protease binding,GO:1990381
43,sox17,SOX17,64321,Molecular Function,beta-catenin binding,GO:0008013
44,sox17,SOX17,64321,Molecular Function,DNA binding,GO:0003677
45,sox17,SOX17,64321,Molecular Function,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228
46,sox17,SOX17,64321,Molecular Function,DNA-binding transcription factor activity,GO:0003700
47,sox17,SOX17,64321,Molecular Function,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981
48,sox17,SOX17,64321,Molecular Function,molecular_function,GO:0003674
49,sox17,SOX17,64321,Molecular Function,protein binding,GO:0005515
50,sox17,SOX17,64321,Molecular Function,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629
51,sox17,SOX17,64321,Molecular Function,sequence-specific DNA binding,GO:0043565
52,sox17,SOX17,64321,Molecular Function,transcription cis-regulatory region binding,GO:0000976
53,sox2,SOX2,6657,Molecular Function,chromatin binding,GO:0003682
54,sox2,SOX2,6657,Molecular Function,chromatin DNA binding,GO:0031490
55,sox2,SOX2,6657,Molecular Function,DNA binding,GO:0003677
56,sox2,SOX2,6657,Molecular Function,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228
57,sox2,SOX2,6657,Molecular Function,DNA-binding transcription factor activity,GO:0003700
58,sox2,SOX2,6657,Molecular Function,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981
59,sox2,SOX2,6657,Molecular Function,DNA-binding transcription factor binding,GO:0140297
60,sox2,SOX2,6657,Molecular Function,miRNA binding,GO:0035198
61,sox2,SOX2,6657,Molecular Function,molecular_function,GO:0003674
62,sox2,SOX2,6657,Molecular Function,protein binding,GO:0005515
63,sox2,SOX2,6657,Molecular Function,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978
64,sox2,SOX2,6657,Molecular Function,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629
65,sox2,SOX2,6657,Molecular Function,sequence-specific DNA binding,GO:0043565
66,sox2,SOX2,6657,Molecular Function,transcription cis-regulatory region binding,GO:0000976
67,pou5f1,POU5F1,5460,Molecular Function,chromatin binding,GO:0003682
68,pou5f1,POU5F1,5460,Molecular Function,chromatin DNA binding,GO:0031490
69,pou5f1,POU5F1,5460,Molecular Function,cis-regulatory region sequence-specific DNA binding,GO:0000987
70,pou5f1,POU5F1,5460,Molecular Function,cytokine binding,GO:0019955
71,pou5f1,POU5F1,5460,Molecular Function,DNA binding,GO:0003677
72,pou5f1,POU5F1,5460,Molecular Function,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228
73,pou5f1,POU5F1,5460,Molecular Function,DNA-binding transcription factor activity,GO:0003700
74,pou5f1,POU5F1,5460,Molecular Function,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981
75,pou5f1,POU5F1,5460,Molecular Function,DNA-binding transcription factor binding,GO:0140297
76,pou5f1,POU5F1,5460,Molecular Function,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227
77,pou5f1,POU5F1,5460,Molecular Function,HMG box domain binding,GO:0071837
78,pou5f1,POU5F1,5460,Molecular Function,lysine-acetylated histone binding,GO:0070577
79,pou5f1,POU5F1,5460,Molecular Function,miRNA binding,GO:0035198
80,pou5f1,POU5F1,5460,Molecular Function,nucleosome binding,GO:0031491
81,pou5f1,POU5F1,5460,Molecular Function,POU domain binding,GO:0070974
82,pou5f1,POU5F1,5460,Molecular Function,protein binding,GO:0005515
83,pou5f1,POU5F1,5460,Molecular Function,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978
84,pou5f1,POU5F1,5460,Molecular Function,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding,GO:0001162
85,pou5f1,POU5F1,5460,Molecular Function,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629
86,pou5f1,POU5F1,5460,Molecular Function,sequence-specific DNA binding,GO:0043565
87,pou5f1,POU5F1,5460,Molecular Function,sequence-specific double-stranded DNA binding,GO:1990837
88,pou5f1,POU5F1,5460,Molecular Function,transcription cis-regulatory region binding,GO:0000976
89,pou5f1,POU5F1,5460,Molecular Function,ubiquitin protein ligase binding,GO:0031625
90,cd44,CD44,960,Molecular Function,cargo receptor activity,GO:0038024
91,cd44,CD44,960,Molecular Function,channel regulator activity,GO:0016247
92,cd44,CD44,960,Molecular Function,collagen binding,GO:0005518
93,cd44,CD44,960,Molecular Function,cytokine binding,GO:0019955
94,cd44,CD44,960,Molecular Function,cytokine receptor activity,GO:0004896
95,cd44,CD44,960,Molecular Function,enzyme activator activity,GO:0008047
96,cd44,CD44,960,Molecular Function,epidermal growth factor receptor binding,GO:0005154
97,cd44,CD44,960,Molecular Function,hyaluronic acid binding,GO:0005540
98,cd44,CD44,960,Molecular Function,phosphoprotein binding,GO:0051219
99,cd44,CD44,960,Molecular Function,protein binding,GO:0005515
100,cd44,CD44,960,Molecular Function,protein kinase binding,GO:0019901
101,cd44,CD44,960,Molecular Function,type II transforming growth factor beta receptor binding,GO:0005114
